match_id,league_id,season,match_date,home_team_id,away_team_id,home_score,away_score,stadium,match_status,attendance
1017,3,2023-2024,2024-03-07,20,23,5,0,Stadium 3-4,Completed,12964
1018,3,2022-2023,2020-08-03,22,24,3,1,Stadium 3-6,Completed,13918
1019,3,2020-2021,2022-11-01,24,18,3,3,Stadium 3-8,Completed,20345
1020,3,2020-2021,2020-09-20,23,20,5,3,Stadium 3-7,Completed,67357
1021,3,2020-2021,2020-11-20,21,17,5,2,Stadium 3-5,Completed,7752
1022,3,2021-2022,2020-11-28,17,18,4,0,Stadium 3-1,Completed,50881
1023,3,2023-2024,2021-02-24,21,23,0,5,Stadium 3-5,Scheduled,54377
1024,3,2020-2021,2022-07-14,17,18,3,5,Stadium 3-1,Scheduled,44992
1025,3,2023-2024,2024-05-16,24,17,1,4,Stadium 3-8,Completed,20752
1026,3,2020-2021,2023-05-27,18,19,5,0,Stadium 3-2,Completed,34265
1027,3,2020-2021,2023-06-04,22,17,5,2,Stadium 3-6,Completed,75858
1028,3,2023-2024,2022-05-09,20,17,4,1,Stadium 3-4,Completed,76912
1029,3,2023-2024,2022-05-08,21,17,5,2,Stadium 3-5,Completed,58537
1030,3,2022-2023,2022-05-15,19,22,3,0,Stadium 3-3,Completed,46657
1031,3,2022-2023,2022-08-09,24,20,4,1,Stadium 3-8,Completed,50116
1032,3,2023-2024,2020-10-28,24,20,3,1,Stadium 3-8,Completed,35921
1033,3,2021-2022,2021-08-10,18,17,5,4,Stadium 3-2,Completed,40769
1034,3,2023-2024,2021-02-04,21,24,0,5,Stadium 3-5,Scheduled,26987
1035,3,2022-2023,2022-07-22,22,20,0,1,Stadium 3-6,Completed,74048
1036,3,2022-2023,2023-01-02,24,23,1,3,Stadium 3-8,Completed,30189
1037,3,2021-2022,2023-03-06,24,21,4,0,Stadium 3-8,Scheduled,6682
1038,3,2021-2022,2023-03-26,21,24,4,2,Stadium 3-5,Completed,35356
1039,3,2023-2024,2020-10-06,20,22,2,5,Stadium 3-4,Completed,69937
1040,3,2023-2024,2023-09-05,19,22,3,4,Stadium 3-3,Completed,70444
1041,3,2020-2021,2024-04-21,19,23,4,2,Stadium 3-3,Completed,58901
1042,3,2022-2023,2023-10-31,17,18,1,3,Stadium 3-1,Completed,77355
1043,3,2022-2023,2023-06-02,19,24,4,4,Stadium 3-3,Scheduled,16463
1044,3,2023-2024,2023-09-10,20,21,0,0,Stadium 3-4,Scheduled,55148
1045,3,2020-2021,2021-01-29,21,22,4,4,Stadium 3-5,Completed,17448
1046,3,2023-2024,2022-09-21,18,20,5,1,Stadium 3-2,Completed,76526
1047,3,2023-2024,2022-02-06,22,20,1,0,Stadium 3-6,Completed,18021
1048,3,2021-2022,2021-09-27,21,17,0,2,Stadium 3-5,Scheduled,17093
1049,3,2022-2023,2023-06-28,21,19,3,4,Stadium 3-5,Scheduled,72374
1050,3,2021-2022,2023-05-08,17,19,4,5,Stadium 3-1,Scheduled,58065
1051,3,2023-2024,2021-12-13,23,24,1,5,Stadium 3-7,Completed,34604
1052,3,2023-2024,2022-08-08,18,21,1,1,Stadium 3-2,Scheduled,49154
1053,3,2020-2021,2022-09-03,23,17,5,0,Stadium 3-7,Scheduled,36613
1054,3,2022-2023,2021-05-26,19,20,1,2,Stadium 3-3,Scheduled,26139
1055,3,2020-2021,2021-07-27,18,22,4,2,Stadium 3-2,Completed,75346
1056,3,2021-2022,2024-01-08,19,22,1,2,Stadium 3-3,Scheduled,25064
1057,3,2021-2022,2021-07-13,24,23,4,5,Stadium 3-8,Completed,68753
1058,3,2022-2023,2022-04-23,22,20,1,3,Stadium 3-6,Completed,26741
1059,3,2022-2023,2021-05-01,23,17,3,1,Stadium 3-7,Scheduled,70215
1060,3,2021-2022,2022-02-08,17,23,4,2,Stadium 3-1,Completed,48496
1061,3,2021-2022,2023-01-30,24,22,1,3,Stadium 3-8,Completed,11636
1062,3,2021-2022,2022-06-06,17,21,1,1,Stadium 3-1,Completed,51483
1063,3,2023-2024,2023-06-18,19,22,0,5,Stadium 3-3,Scheduled,41112
1064,3,2020-2021,2024-01-09,24,19,4,4,Stadium 3-8,Completed,69387
1065,3,2021-2022,2024-03-12,23,20,2,0,Stadium 3-7,Scheduled,56787
1066,3,2023-2024,2022-06-22,23,17,5,5,Stadium 3-7,Completed,25880
1067,3,2023-2024,2022-07-02,22,19,2,2,Stadium 3-6,Scheduled,45643
1068,3,2020-2021,2024-05-29,23,19,5,4,Stadium 3-7,Completed,30890
1069,3,2022-2023,2023-10-09,21,22,4,5,Stadium 3-5,Completed,62796
1070,3,2020-2021,2023-05-13,19,20,4,0,Stadium 3-3,Scheduled,21040
1071,3,2023-2024,2021-05-14,22,24,4,2,Stadium 3-6,Completed,55909
1072,3,2023-2024,2024-05-02,20,19,4,4,Stadium 3-4,Completed,35073
1073,3,2023-2024,2021-02-07,22,17,2,0,Stadium 3-6,Scheduled,48109
1074,3,2023-2024,2023-09-02,19,20,5,3,Stadium 3-3,Completed,78338
1075,3,2023-2024,2023-11-06,18,21,2,1,Stadium 3-2,Completed,38495
1076,3,2022-2023,2022-03-13,18,20,4,4,Stadium 3-2,Completed,65272
1077,3,2020-2021,2022-07-09,18,21,5,3,Stadium 3-2,Completed,19071
1078,3,2020-2021,2020-08-06,21,18,3,2,Stadium 3-5,Completed,74625
1079,3,2021-2022,2022-01-31,17,21,2,0,Stadium 3-1,Scheduled,61016
1080,3,2023-2024,2021-12-24,18,23,3,5,Stadium 3-2,Completed,79511
1081,3,2023-2024,2022-12-21,20,19,4,3,Stadium 3-4,Completed,34124
1082,3,2020-2021,2022-02-02,17,18,3,0,Stadium 3-1,Completed,49506
1083,3,2021-2022,2021-02-02,18,17,1,4,Stadium 3-2,Completed,77530
1084,3,2021-2022,2022-08-18,24,20,1,2,Stadium 3-8,Completed,23473
1085,3,2021-2022,2023-12-10,20,18,2,4,Stadium 3-4,Completed,10004
1086,3,2023-2024,2023-03-09,24,20,3,3,Stadium 3-8,Completed,21223
1087,3,2022-2023,2020-10-09,17,19,5,0,Stadium 3-1,Completed,35006
1088,3,2021-2022,2021-06-20,23,22,4,3,Stadium 3-7,Completed,55219
1089,3,2022-2023,2023-04-30,24,18,0,5,Stadium 3-8,Scheduled,53608
1090,3,2021-2022,2022-12-07,22,18,2,1,Stadium 3-6,Completed,64773
1091,3,2020-2021,2023-10-11,23,22,1,0,Stadium 3-7,Completed,41005
1092,3,2023-2024,2021-01-11,23,17,3,5,Stadium 3-7,Completed,58238
1093,3,2020-2021,2021-02-28,20,18,3,3,Stadium 3-4,Completed,46689
1094,3,2023-2024,2020-09-15,19,17,5,1,Stadium 3-3,Scheduled,28656
1095,3,2020-2021,2022-12-19,17,22,2,4,Stadium 3-1,Completed,69276
1096,3,2020-2021,2024-05-01,17,20,5,4,Stadium 3-1,Completed,13660
1097,3,2021-2022,2023-01-08,24,19,1,2,Stadium 3-8,Scheduled,36414
1098,3,2022-2023,2022-05-20,19,18,4,1,Stadium 3-3,Completed,48856
1099,3,2022-2023,2020-10-14,18,19,4,5,Stadium 3-2,Scheduled,34757
1100,3,2023-2024,2022-01-28,18,19,4,0,Stadium 3-2,Completed,54878
1101,3,2021-2022,2020-11-28,19,20,0,1,Stadium 3-3,Completed,49946
1102,3,2022-2023,2021-02-26,20,18,1,4,Stadium 3-4,Completed,45613
1103,3,2022-2023,2022-06-25,20,19,5,4,Stadium 3-4,Completed,14493
1104,3,2021-2022,2023-06-09,17,22,2,0,Stadium 3-1,Completed,55033
1105,3,2023-2024,2022-12-26,19,24,5,0,Stadium 3-3,Completed,36125
1106,3,2023-2024,2021-01-19,19,20,4,2,Stadium 3-3,Completed,39516
1107,3,2023-2024,2021-03-10,21,24,3,4,Stadium 3-5,Completed,27493
1108,3,2023-2024,2022-03-31,24,18,3,3,Stadium 3-8,Completed,47855
1109,3,2023-2024,2022-06-21,20,18,2,3,Stadium 3-4,Scheduled,21460
1110,3,2021-2022,2022-01-14,17,23,1,4,Stadium 3-1,Completed,74485
1111,3,2020-2021,2022-01-10,17,24,3,0,Stadium 3-1,Completed,70189
1112,3,2023-2024,2023-03-07,18,20,2,1,Stadium 3-2,Scheduled,28482
1113,3,2023-2024,2024-03-13,21,18,1,5,Stadium 3-5,Completed,5196
1114,3,2020-2021,2021-05-31,19,20,4,5,Stadium 3-3,Completed,21397
1115,3,2020-2021,2023-10-30,20,24,2,5,Stadium 3-4,Completed,40664
1116,3,2020-2021,2024-03-23,22,24,2,0,Stadium 3-6,Completed,15345
1117,3,2021-2022,2024-05-18,20,21,1,2,Stadium 3-4,Completed,70538
1118,3,2022-2023,2024-01-26,22,17,0,1,Stadium 3-6,Completed,40682
1119,3,2020-2021,2021-07-10,19,23,1,0,Stadium 3-3,Completed,52392
1120,3,2021-2022,2022-07-10,19,17,5,4,Stadium 3-3,Completed,71069
1121,3,2021-2022,2020-08-30,23,17,2,3,Stadium 3-7,Completed,13532
1122,3,2021-2022,2021-03-05,20,19,4,2,Stadium 3-4,Completed,64233
1123,3,2020-2021,2021-11-23,18,24,1,3,Stadium 3-2,Completed,7692
1124,3,2023-2024,2021-05-14,19,20,2,0,Stadium 3-3,Completed,58531
1125,3,2021-2022,2024-04-17,24,17,4,5,Stadium 3-8,Completed,17694
1126,3,2021-2022,2024-03-06,17,18,0,2,Stadium 3-1,Completed,76760
1127,3,2020-2021,2020-09-28,22,23,3,3,Stadium 3-6,Completed,79604
1128,3,2021-2022,2024-01-19,23,19,1,1,Stadium 3-7,Completed,22884
1129,3,2020-2021,2024-04-11,18,17,0,4,Stadium 3-2,Completed,18308
1130,3,2022-2023,2024-01-10,17,24,4,1,Stadium 3-1,Completed,73595
1131,3,2023-2024,2021-02-20,18,22,0,3,Stadium 3-2,Completed,51401
1132,3,2020-2021,2023-03-30,22,23,1,0,Stadium 3-6,Completed,45113
1133,3,2022-2023,2021-09-16,24,20,0,4,Stadium 3-8,Completed,60409
1134,3,2021-2022,2022-10-17,24,20,5,2,Stadium 3-8,Completed,53732
1135,3,2021-2022,2021-09-21,19,23,5,4,Stadium 3-3,Completed,31049
1136,3,2023-2024,2023-10-28,18,22,5,5,Stadium 3-2,Completed,75715
1137,3,2020-2021,2021-02-08,18,22,2,2,Stadium 3-2,Completed,42783
1138,3,2021-2022,2022-10-30,23,19,5,0,Stadium 3-7,Completed,75755
1139,3,2020-2021,2022-05-06,24,23,5,0,Stadium 3-8,Completed,60894
1140,3,2023-2024,2021-10-12,19,20,3,3,Stadium 3-3,Completed,71853
1141,3,2021-2022,2023-12-10,17,19,5,3,Stadium 3-1,Scheduled,13582
1142,3,2021-2022,2022-07-10,23,17,5,4,Stadium 3-7,Completed,12396
1143,3,2023-2024,2024-05-08,17,23,4,4,Stadium 3-1,Scheduled,76924
1144,3,2021-2022,2023-06-05,18,21,4,5,Stadium 3-2,Completed,21320
1145,3,2023-2024,2022-08-15,19,24,5,2,Stadium 3-3,Scheduled,40674
1146,3,2020-2021,2021-11-28,19,17,4,3,Stadium 3-3,Completed,73344
1147,3,2020-2021,2024-02-28,22,17,4,3,Stadium 3-6,Completed,44457
1148,3,2021-2022,2024-03-16,18,21,2,0,Stadium 3-2,Completed,14255
1149,3,2023-2024,2021-06-24,20,21,4,1,Stadium 3-4,Completed,7322
1150,3,2023-2024,2021-08-23,17,19,4,5,Stadium 3-1,Completed,66272
1151,3,2023-2024,2023-02-05,24,22,2,0,Stadium 3-8,Completed,52797
1152,3,2020-2021,2022-03-26,22,19,5,5,Stadium 3-6,Completed,76065
1153,3,2022-2023,2023-05-27,20,24,5,3,Stadium 3-4,Completed,63221
1154,3,2021-2022,2023-09-18,20,21,3,4,Stadium 3-4,Completed,17615
1155,3,2022-2023,2020-08-17,22,18,5,0,Stadium 3-6,Completed,25893
1156,3,2023-2024,2022-06-25,20,24,1,3,Stadium 3-4,Completed,26921
1157,3,2022-2023,2024-02-27,22,23,5,0,Stadium 3-6,Completed,18293
1158,3,2022-2023,2022-05-19,22,23,2,3,Stadium 3-6,Completed,46890
1159,3,2022-2023,2021-12-15,17,21,3,5,Stadium 3-1,Completed,63366
1160,3,2022-2023,2024-01-08,17,23,0,5,Stadium 3-1,Completed,69311
1161,3,2023-2024,2022-06-05,24,17,3,1,Stadium 3-8,Completed,19427
1162,3,2022-2023,2021-03-26,17,23,5,3,Stadium 3-1,Scheduled,31425
1163,3,2021-2022,2022-04-14,18,22,5,5,Stadium 3-2,Completed,5205
1164,3,2021-2022,2023-08-14,18,17,4,5,Stadium 3-2,Completed,23581
1165,3,2020-2021,2023-03-27,20,18,4,4,Stadium 3-4,Completed,52214
1166,3,2022-2023,2023-08-25,18,20,3,1,Stadium 3-2,Scheduled,11356
1167,3,2021-2022,2023-12-09,23,18,2,3,Stadium 3-7,Completed,76103
1168,3,2021-2022,2023-10-13,19,21,3,0,Stadium 3-3,Completed,50231
1169,3,2021-2022,2024-04-05,17,18,3,1,Stadium 3-1,Completed,74827
1170,3,2021-2022,2021-09-03,19,20,3,2,Stadium 3-3,Scheduled,9939
1171,3,2021-2022,2023-11-19,18,24,4,2,Stadium 3-2,Completed,17202
1172,3,2020-2021,2022-02-05,17,20,3,2,Stadium 3-1,Scheduled,11162
1173,3,2020-2021,2023-11-08,22,23,2,3,Stadium 3-6,Completed,40457
1174,3,2022-2023,2024-02-19,18,20,5,2,Stadium 3-2,Scheduled,23850
1175,3,2020-2021,2020-10-27,24,23,5,1,Stadium 3-8,Completed,31447
1176,3,2023-2024,2023-03-07,24,21,0,2,Stadium 3-8,Scheduled,6974
1177,3,2022-2023,2020-11-01,20,22,3,2,Stadium 3-4,Completed,78221
1178,3,2022-2023,2023-09-25,23,17,4,1,Stadium 3-7,Completed,12804
1179,3,2022-2023,2023-07-24,17,22,3,0,Stadium 3-1,Completed,41713
1180,3,2022-2023,2023-01-09,23,21,2,5,Stadium 3-7,Scheduled,76658
1181,3,2022-2023,2022-11-09,21,24,2,3,Stadium 3-5,Completed,66164
1182,3,2021-2022,2020-09-02,23,21,5,4,Stadium 3-7,Completed,78235
1183,3,2023-2024,2023-02-25,19,21,1,1,Stadium 3-3,Completed,32025
1184,3,2023-2024,2020-11-18,23,17,2,1,Stadium 3-7,Completed,28752
1185,3,2021-2022,2020-11-04,23,17,2,0,Stadium 3-7,Completed,30538
1186,3,2021-2022,2020-10-25,18,17,5,0,Stadium 3-2,Completed,79355
1187,3,2023-2024,2021-12-18,24,22,4,0,Stadium 3-8,Completed,40540
1188,3,2023-2024,2022-12-08,19,20,4,1,Stadium 3-3,Completed,47151
1189,3,2021-2022,2021-10-10,24,22,2,1,Stadium 3-8,Completed,30903
1190,3,2020-2021,2020-09-19,22,24,0,3,Stadium 3-6,Completed,79193
1191,3,2022-2023,2022-10-19,17,22,4,3,Stadium 3-1,Completed,51259
1192,3,2022-2023,2020-08-11,17,22,1,5,Stadium 3-1,Completed,67542
1193,3,2023-2024,2023-11-17,23,17,1,3,Stadium 3-7,Scheduled,45684
1194,3,2022-2023,2023-11-13,24,21,1,2,Stadium 3-8,Scheduled,11395
1195,3,2022-2023,2022-04-13,22,17,2,5,Stadium 3-6,Completed,62647
1196,3,2023-2024,2024-01-11,21,23,4,4,Stadium 3-5,Completed,28011
1197,3,2021-2022,2020-08-30,18,23,3,1,Stadium 3-2,Completed,40747
1198,3,2023-2024,2021-01-20,19,18,5,4,Stadium 3-3,Completed,31443
1199,3,2022-2023,2023-04-23,18,22,1,5,Stadium 3-2,Completed,63941
1200,3,2021-2022,2022-06-22,20,23,3,0,Stadium 3-4,Completed,46761
1201,3,2020-2021,2021-03-01,18,19,4,1,Stadium 3-2,Completed,26928
1202,3,2023-2024,2023-09-03,20,19,0,5,Stadium 3-4,Completed,75305
1203,3,2022-2023,2021-11-25,18,24,5,2,Stadium 3-2,Completed,10104
1204,3,2022-2023,2023-05-20,22,18,5,2,Stadium 3-6,Scheduled,60117
1205,3,2021-2022,2023-09-04,20,21,0,0,Stadium 3-4,Completed,51528
1206,3,2021-2022,2023-06-04,22,17,0,5,Stadium 3-6,Scheduled,61607
1207,3,2023-2024,2023-05-04,22,21,4,0,Stadium 3-6,Completed,24217
1208,3,2021-2022,2021-05-01,19,18,5,3,Stadium 3-3,Scheduled,26555
1209,3,2021-2022,2021-07-22,19,18,4,0,Stadium 3-3,Completed,71929
1210,3,2021-2022,2021-08-27,23,24,0,2,Stadium 3-7,Scheduled,54688
1211,3,2020-2021,2024-04-04,23,17,0,2,Stadium 3-7,Scheduled,55615
1212,3,2020-2021,2024-03-24,21,20,3,4,Stadium 3-5,Completed,18518
1213,3,2022-2023,2024-01-15,21,24,5,4,Stadium 3-5,Completed,45415
1214,3,2020-2021,2022-05-14,17,24,3,3,Stadium 3-1,Completed,21534
1215,3,2022-2023,2023-02-24,22,21,4,0,Stadium 3-6,Completed,37466
1216,3,2020-2021,2021-07-05,17,23,5,1,Stadium 3-1,Completed,61877
1217,3,2020-2021,2023-08-08,24,23,3,0,Stadium 3-8,Scheduled,19094
1218,3,2020-2021,2021-05-05,21,17,5,2,Stadium 3-5,Completed,52765
1219,3,2022-2023,2021-04-09,22,19,4,4,Stadium 3-6,Completed,53886
1220,3,2021-2022,2022-03-23,23,22,4,4,Stadium 3-7,Scheduled,50138
1221,3,2021-2022,2024-03-21,18,21,5,5,Stadium 3-2,Completed,35069
1222,3,2022-2023,2023-01-14,18,20,2,1,Stadium 3-2,Completed,63582
1223,3,2023-2024,2021-01-28,17,20,1,2,Stadium 3-1,Completed,51782
1224,3,2021-2022,2021-05-18,20,18,2,2,Stadium 3-4,Completed,72322
1225,3,2020-2021,2021-10-29,22,23,5,3,Stadium 3-6,Completed,38598
1226,3,2020-2021,2021-08-27,21,20,0,1,Stadium 3-5,Completed,64752
1227,3,2023-2024,2022-08-27,18,19,4,4,Stadium 3-2,Completed,39918
1228,3,2022-2023,2022-09-19,18,23,2,0,Stadium 3-2,Scheduled,76328
1229,3,2023-2024,2023-01-13,18,17,2,1,Stadium 3-2,Scheduled,18283
1230,3,2021-2022,2020-08-27,24,23,4,1,Stadium 3-8,Completed,76564
1231,3,2021-2022,2021-03-21,19,24,1,5,Stadium 3-3,Completed,28067
1232,3,2023-2024,2023-12-11,22,24,1,1,Stadium 3-6,Completed,60202
1233,3,2021-2022,2022-12-11,20,22,1,1,Stadium 3-4,Scheduled,22090
1234,3,2023-2024,2020-08-17,17,22,1,4,Stadium 3-1,Completed,33502
1235,3,2021-2022,2023-10-06,23,20,1,0,Stadium 3-7,Completed,30650
1236,3,2021-2022,2024-02-06,24,23,3,0,Stadium 3-8,Scheduled,47004
1237,3,2021-2022,2024-04-05,22,23,2,1,Stadium 3-6,Scheduled,8227
1238,3,2021-2022,2024-05-29,20,17,3,5,Stadium 3-4,Scheduled,39477
1239,3,2023-2024,2024-02-07,24,20,2,3,Stadium 3-8,Scheduled,14016
1240,3,2021-2022,2022-04-08,20,23,0,0,Stadium 3-4,Completed,10096
1241,3,2022-2023,2022-10-12,22,20,0,1,Stadium 3-6,Completed,65134
1242,3,2020-2021,2023-11-30,21,17,0,5,Stadium 3-5,Completed,13167
1243,3,2022-2023,2022-08-23,19,23,0,1,Stadium 3-3,Completed,62855
1244,3,2023-2024,2022-05-19,23,22,0,4,Stadium 3-7,Scheduled,8389
1245,3,2021-2022,2023-04-11,17,18,1,0,Stadium 3-1,Scheduled,48091
1246,3,2020-2021,2021-02-28,17,22,3,5,Stadium 3-1,Scheduled,17573
1247,3,2020-2021,2024-01-04,24,22,5,5,Stadium 3-8,Completed,78349
1248,3,2023-2024,2022-11-15,21,23,1,0,Stadium 3-5,Completed,33818
1249,3,2023-2024,2021-12-10,17,22,0,5,Stadium 3-1,Completed,18242
1250,3,2020-2021,2022-08-13,22,18,0,4,Stadium 3-6,Completed,10832
1251,3,2020-2021,2021-07-02,18,22,1,5,Stadium 3-2,Completed,49610
1252,3,2023-2024,2023-11-01,19,21,0,4,Stadium 3-3,Scheduled,14642
1253,3,2023-2024,2021-06-12,22,21,4,0,Stadium 3-6,Scheduled,35536
1254,3,2022-2023,2024-01-05,19,17,3,1,Stadium 3-3,Scheduled,79069
1255,3,2021-2022,2020-12-15,24,23,5,2,Stadium 3-8,Scheduled,64910
1256,3,2023-2024,2024-03-27,17,21,4,4,Stadium 3-1,Scheduled,37614
1257,3,2020-2021,2020-08-24,19,20,5,4,Stadium 3-3,Scheduled,18656
1258,3,2022-2023,2023-07-06,23,20,1,3,Stadium 3-7,Completed,63971
1259,3,2021-2022,2022-06-30,22,19,0,5,Stadium 3-6,Completed,73478
1260,3,2023-2024,2021-09-10,20,24,2,0,Stadium 3-4,Completed,12635
1261,3,2023-2024,2021-04-02,21,17,1,4,Stadium 3-5,Completed,79652
1262,3,2020-2021,2023-05-29,18,20,5,3,Stadium 3-2,Scheduled,65372
1263,3,2022-2023,2023-03-31,18,23,5,1,Stadium 3-2,Completed,34826
1264,3,2021-2022,2022-05-04,17,22,2,4,Stadium 3-1,Completed,22958
1265,3,2023-2024,2021-08-17,18,21,4,0,Stadium 3-2,Completed,22601
1266,3,2020-2021,2021-02-06,23,17,2,5,Stadium 3-7,Completed,24329
1267,3,2021-2022,2021-04-29,23,20,1,1,Stadium 3-7,Completed,25371
1268,3,2022-2023,2022-01-14,21,24,0,0,Stadium 3-5,Scheduled,53978
1269,3,2020-2021,2023-04-06,19,17,5,2,Stadium 3-3,Completed,64610
1270,3,2023-2024,2023-07-17,17,21,0,0,Stadium 3-1,Completed,33673
1271,3,2021-2022,2022-12-25,23,20,3,0,Stadium 3-7,Completed,28428
1272,3,2021-2022,2024-04-08,18,20,1,3,Stadium 3-2,Completed,5744
1273,3,2021-2022,2023-11-23,18,22,1,1,Stadium 3-2,Scheduled,9918
1274,3,2021-2022,2023-05-21,20,24,5,4,Stadium 3-4,Completed,6307
1275,3,2020-2021,2022-09-13,21,17,4,1,Stadium 3-5,Completed,11396
1276,3,2022-2023,2023-10-18,24,18,2,5,Stadium 3-8,Completed,44099
1277,3,2020-2021,2023-04-10,22,24,1,5,Stadium 3-6,Completed,60961
1278,3,2022-2023,2024-05-12,24,19,0,5,Stadium 3-8,Completed,74274
1279,3,2023-2024,2022-11-19,19,20,2,5,Stadium 3-3,Completed,27218
1280,3,2021-2022,2021-08-31,19,23,4,5,Stadium 3-3,Completed,50193
1281,3,2022-2023,2021-03-13,17,24,5,0,Stadium 3-1,Completed,24694
1282,3,2022-2023,2022-11-27,20,24,3,5,Stadium 3-4,Completed,51596
1283,3,2020-2021,2023-08-26,24,23,5,5,Stadium 3-8,Completed,62267
1284,3,2020-2021,2023-04-21,22,19,3,1,Stadium 3-6,Completed,10143
1285,3,2020-2021,2023-02-17,23,19,1,3,Stadium 3-7,Completed,69529
1286,3,2020-2021,2022-01-27,17,19,0,2,Stadium 3-1,Completed,26058
1287,3,2021-2022,2022-04-25,19,17,4,1,Stadium 3-3,Completed,52332
1288,3,2021-2022,2023-11-01,21,19,2,3,Stadium 3-5,Completed,12842
1289,3,2020-2021,2020-08-28,20,24,0,2,Stadium 3-4,Completed,34946
1290,3,2020-2021,2023-07-31,18,22,2,5,Stadium 3-2,Completed,67689
1291,3,2020-2021,2021-08-28,19,23,2,3,Stadium 3-3,Completed,66949
1292,3,2022-2023,2022-03-23,24,21,3,4,Stadium 3-8,Scheduled,57292
1293,3,2021-2022,2023-02-13,19,22,5,0,Stadium 3-3,Completed,23441
1294,3,2023-2024,2023-03-23,18,23,0,2,Stadium 3-2,Scheduled,73221
1295,3,2023-2024,2021-03-07,21,23,5,0,Stadium 3-5,Completed,41108
1296,3,2021-2022,2024-01-27,21,18,4,0,Stadium 3-5,Completed,5904
1297,3,2023-2024,2022-02-06,24,23,2,3,Stadium 3-8,Scheduled,75268
1298,3,2021-2022,2023-12-13,19,18,1,0,Stadium 3-3,Completed,73676
1299,3,2022-2023,2021-02-22,21,19,5,0,Stadium 3-5,Completed,5804
1300,3,2022-2023,2022-07-05,17,20,3,3,Stadium 3-1,Completed,75830
1301,3,2020-2021,2024-02-05,19,21,3,5,Stadium 3-3,Completed,46022
1302,3,2020-2021,2020-09-22,18,19,2,4,Stadium 3-2,Completed,58775
1303,3,2022-2023,2023-08-25,22,21,1,1,Stadium 3-6,Scheduled,63868
1304,3,2023-2024,2022-11-01,21,24,4,2,Stadium 3-5,Scheduled,26544
1305,3,2022-2023,2021-04-07,17,19,4,4,Stadium 3-1,Completed,19041
1306,3,2023-2024,2022-08-21,18,20,2,0,Stadium 3-2,Completed,62689
1307,3,2022-2023,2023-09-08,22,19,2,3,Stadium 3-6,Completed,16172
1308,3,2023-2024,2023-02-24,20,24,4,4,Stadium 3-4,Completed,28255
1309,3,2023-2024,2022-10-10,17,24,5,2,Stadium 3-1,Completed,9299
1310,3,2021-2022,2022-05-01,22,20,4,4,Stadium 3-6,Scheduled,43784
1311,3,2023-2024,2021-04-17,22,21,5,5,Stadium 3-6,Completed,14295
1312,3,2020-2021,2023-04-01,20,23,4,1,Stadium 3-4,Scheduled,68290
1313,3,2021-2022,2022-07-26,23,22,5,4,Stadium 3-7,Completed,66423
1314,3,2023-2024,2020-11-01,18,22,5,5,Stadium 3-2,Completed,8989
1315,3,2022-2023,2022-01-26,18,22,2,0,Stadium 3-2,Scheduled,65946
1316,3,2023-2024,2023-02-17,21,18,4,4,Stadium 3-5,Completed,26414
1317,3,2021-2022,2022-11-04,20,23,3,2,Stadium 3-4,Scheduled,47747
1318,3,2020-2021,2021-12-17,18,24,1,2,Stadium 3-2,Scheduled,53782
1319,3,2021-2022,2021-08-18,21,24,3,4,Stadium 3-5,Completed,54600
1320,3,2021-2022,2022-12-29,21,18,3,0,Stadium 3-5,Completed,52584
1321,3,2020-2021,2021-09-08,22,21,1,5,Stadium 3-6,Scheduled,62222
1322,3,2023-2024,2021-05-16,18,19,4,0,Stadium 3-2,Scheduled,10455
1323,3,2020-2021,2020-12-16,22,18,1,1,Stadium 3-6,Completed,24598
1324,3,2020-2021,2024-03-07,17,19,3,5,Stadium 3-1,Completed,58022
1325,3,2022-2023,2021-04-13,20,22,1,0,Stadium 3-4,Scheduled,28836
1326,3,2020-2021,2023-09-29,21,22,2,2,Stadium 3-5,Completed,8342
1327,3,2021-2022,2021-11-28,22,24,0,4,Stadium 3-6,Completed,51087
1328,3,2023-2024,2024-05-24,20,17,1,1,Stadium 3-4,Completed,6808
1329,3,2020-2021,2023-02-24,23,22,0,5,Stadium 3-7,Completed,8017
1330,3,2021-2022,2021-12-13,23,21,0,5,Stadium 3-7,Completed,7774
1331,3,2023-2024,2021-07-24,22,19,1,0,Stadium 3-6,Completed,16041
1332,3,2020-2021,2022-10-17,23,22,2,0,Stadium 3-7,Scheduled,26887
1333,3,2022-2023,2021-01-19,23,21,1,0,Stadium 3-7,Completed,70852
1334,3,2021-2022,2022-05-19,19,24,4,5,Stadium 3-3,Completed,64401
1335,3,2023-2024,2022-05-01,23,18,4,2,Stadium 3-7,Completed,76187
1336,3,2020-2021,2021-01-09,19,18,1,1,Stadium 3-3,Completed,20375
1337,3,2021-2022,2023-03-16,18,21,5,5,Stadium 3-2,Completed,72691
1338,3,2022-2023,2022-12-02,17,21,3,0,Stadium 3-1,Completed,27587
1339,3,2023-2024,2022-10-21,24,22,3,0,Stadium 3-8,Completed,52388
1340,3,2022-2023,2022-09-01,21,22,4,5,Stadium 3-5,Completed,67778
1341,3,2021-2022,2024-02-22,19,20,3,3,Stadium 3-3,Completed,47189
1342,3,2022-2023,2023-01-26,18,21,1,1,Stadium 3-2,Completed,61600
1343,3,2021-2022,2021-01-24,20,23,2,3,Stadium 3-4,Completed,15095
1344,3,2020-2021,2022-11-21,22,20,1,0,Stadium 3-6,Scheduled,79239
